"naam"	"naam_clean"
"Sphingomonas pituitosa"	"Sphingomonas pituitosa"
"Sphingomonas pruni"	"Sphingomonas pruni"
"Sphingomonas pseudosanguinis"	"Sphingomonas pseudosanguinis"
"Sphingomonas sanguinis"	"Sphingomonas sanguinis"
"Sphingomonas soli"	"Sphingomonas soli"
"Sphingomonas sp"	"Sphingomonas species"
"Sphingomonas spp"	"Sphingomonas species"
"Sphingomonas spp_Nov_MS_Type"	"Sphingomonas species"
"Sphingomonas spp."	"Sphingomonas species"
"Sphingomonas trueperi"	"Sphingomonas trueperi"
"Sphingomonas wittichii"	"Sphingomonas wittichii"
"Sphingomonas yabuuchiae"	"Sphingomonas yabuuchiae"
"Sphingomonas yunnanensis"	"Sphingomonas yunnanensis"
"Sphingopyxis alaskensis"	"Sphingopyxis alaskensis"
"Sphingopyxis baekryungensis"	"Sphingopyxis baekryungensis"
"Sphingopyxis bauzanensis"	"Sphingopyxis bauzanensis"
"Sphingopyxis chilensis"	"Sphingopyxis chilensis"
"Sphingopyxis macrogoltabida"	"Sphingopyxis macrogoltabida"
"Sphingopyxis panaciterrulae"	"Sphingopyxis panaciterrulae"
"Sphingopyxis soli"	"Sphingopyxis soli"
"Sphingopyxis terrae"	"Sphingopyxis terrae"
"Sphingopyxis witflariensis"	"Sphingopyxis witflariensis"
"Sporidiobolus salmonicolor"	"Sporidiobolus salmonicolor"
"Sporobolomyces roseus"	"Sporobolomyces roseus"
"Sporolactobacillus laevolacticus"	"Sporolactobacillus laevolacticus"
"Sporopachydermia cereana"	"Sporopachydermia cereana"
"Sporosarcina globispora"	"Sporosarcina globispora"
"Sporosarcina luteola"	"Sporosarcina luteola"
"Sporosarcina psychrophila"	"Sporosarcina psychrophila"
"Sporosarcina spp"	"Sporosarcina species"
"Sporothrix schenckii"	"Sporothrix schenckii"
"Sporothrix schenkii"	"Sporothrix schenkii"
"St.E7444(1)"	"St.E7444(1)"
"St.E7444(2)"	"St.E7444(2)"
"St.E7444(3)"	"St.E7444(3)"
"St.E7444(4)"	"St.E7444(4)"
"St.E7480(2)"	"St.E7480(2)"
"St.E7480(3)"	"St.E7480(3)"
"St.E7480(4)"	"St.E7480(4)"
"Stachybotrys chartarum"	"Stachybotrys chartarum"
"Stam 11"	"Stam 11"
"stam 7"	"stam 7"
"Stam16"	"Stam16"
"Staphylococcus argenteus"	"Staphylococcus argenteus"
"Staphylococcus arlettae"	"Staphylococcus arlettae"
"Staphylococcus aureus"	"Staphylococcus aureus"
"Staphylococcus auricularis"	"Staphylococcus auricularis"
"Staphylococcus capitis"	"Staphylococcus capitis"
"Staphylococcus caprae"	"Staphylococcus caprae"
"Staphylococcus carnosus"	"Staphylococcus carnosus"
"Staphylococcus chromogenes"	"Staphylococcus chromogenes"
"Staphylococcus coagulans"	"Staphylococcus coagulans"
"Staphylococcus cohnii"	"Staphylococcus cohnii"
"Staphylococcus condimenti"	"Staphylococcus condimenti"
"Staphylococcus delphini"	"Staphylococcus delphini"
"Staphylococcus epidermidis"	"Staphylococcus epidermidis"
"Staphylococcus epidermis"	"Staphylococcus epidermis"
"Staphylococcus equorum"	"Staphylococcus equorum"
"Staphylococcus felis"	"Staphylococcus felis"
"Staphylococcus fleurettii"	"Staphylococcus fleurettii"
"Staphylococcus gallinarum"	"Staphylococcus gallinarum"
"Staphylococcus haemolyticus"	"Staphylococcus haemolyticus"
"Staphylococcus hominis"	"Staphylococcus hominis"
"Staphylococcus hyicus"	"Staphylococcus hyicus"
"Staphylococcus intermedius"	"Staphylococcus intermedius"
"Staphylococcus kloosii"	"Staphylococcus kloosii"
"Staphylococcus lentus"	"Staphylococcus lentus"
"Staphylococcus lugdunensis"	"Staphylococcus lugdunensis"
"Staphylococcus lutrae"	"Staphylococcus lutrae"
"Staphylococcus massiliensis"	"Staphylococcus massiliensis"
"Staphylococcus microti"	"Staphylococcus microti"
"Staphylococcus muscae"	"Staphylococcus muscae"
"Staphylococcus nepalensis"	"Staphylococcus nepalensis"
"Staphylococcus pasteuri"	"Staphylococcus pasteuri"
"Staphylococcus petrasii"	"Staphylococcus petrasii"
"Staphylococcus pettenkoferi"	"Staphylococcus pettenkoferi"
"Staphylococcus piscifermentans"	"Staphylococcus piscifermentans"
"Staphylococcus pseudintermedius"	"Staphylococcus pseudintermedius"
"Staphylococcus saccharolyticus"	"Staphylococcus saccharolyticus"
"Staphylococcus saprophyticus"	"Staphylococcus saprophyticus"
"Staphylococcus schleiferi"	"Staphylococcus schleiferi"
"Staphylococcus schweitzeri"	"Staphylococcus schweitzeri"
"Staphylococcus sciuri"	"Staphylococcus sciuri"
"Staphylococcus simiae"	"Staphylococcus simiae"
"Staphylococcus simulans"	"Staphylococcus simulans"
"Staphylococcus sp[2]"	"Staphylococcus species"
"Staphylococcus stepanovicii"	"Staphylococcus stepanovicii"
"Staphylococcus succinus"	"Staphylococcus succinus"
"Staphylococcus vitulinus"	"Staphylococcus vitulinus"
"Staphylococcus warneri"	"Staphylococcus warneri"
"Staphylococcus xylosus"	"Staphylococcus xylosus"
"Starkeya novella"	"Starkeya novella"
"Stenotrophomonas acidaminiphila"	"Stenotrophomonas acidaminiphila"
"Stenotrophomonas maltophilia"	"Stenotrophomonas maltophilia"
"Stenotrophomonas nitritireducens"	"Stenotrophomonas nitritireducens"
"Stenotrophomonas pictorum"	"Stenotrophomonas pictorum"
"Stenotrophomonas rhizophila"	"Stenotrophomonas rhizophila"
"Stenotrophomonas sp"	"Stenotrophomonas species"
"Stenotrophomonas sp[3]"	"Stenotrophomonas species"
"Streptobacillus moniliformis"	"Streptobacillus moniliformis"
"Streptococcus acidominimus"	"Streptococcus acidominimus"
"Streptococcus agalactiae"	"Streptococcus agalactiae"
"Streptococcus alactolyticus"	"Streptococcus alactolyticus"
"Streptococcus anginosus"	"Streptococcus anginosus"
"Streptococcus australis"	"Streptococcus australis"
"Streptococcus caballi"	"Streptococcus caballi"
"Streptococcus canis"	"Streptococcus canis"
"Streptococcus castoreus"	"Streptococcus castoreus"
"Streptococcus constellatus"	"Streptococcus constellatus"
"Streptococcus criceti"	"Streptococcus criceti"
"Streptococcus cristatus"	"Streptococcus cristatus"
"Streptococcus dentirousetti"	"Streptococcus dentirousetti"
"Streptococcus devriesei"	"Streptococcus devriesei"
"Streptococcus didelphis"	"Streptococcus didelphis"
"Streptococcus downei"	"Streptococcus downei"
"Streptococcus dysgalactiae"	"Streptococcus dysgalactiae"
"Streptococcus entericus"	"Streptococcus entericus"
"Streptococcus equi_ssp_equi"	"Streptococcus equi - equi"
"Streptococcus equi_ssp_ruminatorum"	"Streptococcus equi - ruminatorum"
"Streptococcus equi_ssp_zooepidemicus"	"Streptococcus equi - zooepidemicus"
"Streptococcus equinus"	"Streptococcus equinus"
"Streptococcus ferus"	"Streptococcus ferus"
"Streptococcus gallinaceus"	"Streptococcus gallinaceus"
"Streptococcus gallolyticus"	"Streptococcus gallolyticus"
"Streptococcus gordonii"	"Streptococcus gordonii"
"Streptococcus halichoeri"	"Streptococcus halichoeri"
"Streptococcus henryi"	"Streptococcus henryi"
"Streptococcus hyointestinalis"	"Streptococcus hyointestinalis"
"Streptococcus hyovaginalis"	"Streptococcus hyovaginalis"
"Streptococcus infantarius"	"Streptococcus infantarius"
"Streptococcus infantis"	"Streptococcus infantis"
"Streptococcus iniae"	"Streptococcus iniae"
"Streptococcus intermedius"	"Streptococcus intermedius"
"Streptococcus lutetiensis"	"Streptococcus lutetiensis"
"Streptococcus macacae"	"Streptococcus macacae"
"Streptococcus marimammalium"	"Streptococcus marimammalium"
"Streptococcus massiliensis"	"Streptococcus massiliensis"
"Streptococcus merionis"	"Streptococcus merionis"
"Streptococcus minor"	"Streptococcus minor"
"Streptococcus mitis"	"Streptococcus mitis"
"Streptococcus moroccensis"	"Streptococcus moroccensis"
"Streptococcus mutans"	"Streptococcus mutans"
"Streptococcus oralis"	"Streptococcus oralis"
"Streptococcus orisratti"	"Streptococcus orisratti"
"Streptococcus orisuis"	"Streptococcus orisuis"
"Streptococcus ovis"	"Streptococcus ovis"
"Streptococcus parasanguinis"	"Streptococcus parasanguinis"
"Streptococcus parauberis"	"Streptococcus parauberis"
"Streptococcus peroris"	"Streptococcus peroris"
"Streptococcus phocae"	"Streptococcus phocae"
"Streptococcus pluranimalium"	"Streptococcus pluranimalium"
"Streptococcus plurextorum"	"Streptococcus plurextorum"
"Streptococcus pneumoniae"	"Streptococcus pneumoniae"
"Streptococcus porci"	"Streptococcus porci"
"Streptococcus porcinus"	"Streptococcus porcinus"
"Streptococcus porcorum"	"Streptococcus porcorum"
"Streptococcus pseudopneumoniae"	"Streptococcus pseudopneumoniae"
"Streptococcus pseudoporcinus"	"Streptococcus pseudoporcinus"
"Streptococcus pyogenes"	"Streptococcus pyogenes"
"Streptococcus ratti"	"Streptococcus ratti"
"Streptococcus salivarius"	"Streptococcus salivarius"
"Streptococcus salivarius_ssp_thermophilus"	"Streptococcus salivarius - thermophilus"
"Streptococcus sanguinis"	"Streptococcus sanguinis"
"Streptococcus sinensis"	"Streptococcus sinensis"
"Streptococcus sobrinus"	"Streptococcus sobrinus"
"Streptococcus sp"	"Streptococcus species"
"Streptococcus suis"	"Streptococcus suis"
"Streptococcus thoraltensis"	"Streptococcus thoraltensis"
"Streptococcus uberis"	"Streptococcus uberis"
"Streptococcus urinalis"	"Streptococcus urinalis"
"Streptococcus vestibularis"	"Streptococcus vestibularis"
"Streptomyces albus"	"Streptomyces albus"
"Streptomyces andamanensis"	"Streptomyces andamanensis"
"Streptomyces avidinii"	"Streptomyces avidinii"
"Streptomyces badius"	"Streptomyces badius"
"Streptomyces chartreusis"	"Streptomyces chartreusis"
"Streptomyces galilaeus"	"Streptomyces galilaeus"
"Streptomyces griseus"	"Streptomyces griseus"
"Streptomyces hirsutus"	"Streptomyces hirsutus"
"Streptomyces hygroscopicus"	"Streptomyces hygroscopicus"
"Streptomyces lavendulae"	"Streptomyces lavendulae"
"Streptomyces nogalater"	"Streptomyces nogalater"
"Streptomyces phaeochromogenes"	"Streptomyces phaeochromogenes"
"Streptomyces scabiei"	"Streptomyces scabiei"
"Streptomyces sp"	"Streptomyces species"
"Streptomyces thermoviolaceus"	"Streptomyces thermoviolaceus"
"Streptomyces violaceoruber"	"Streptomyces violaceoruber"
"Streptosporangium sibiricum"	"Streptosporangium sibiricum"
"Sutterella parvirubra"	"Sutterella parvirubra"
"Sutterella wadsworthensis"	"Sutterella wadsworthensis"
"Suttonella indologenes"	"Suttonella indologenes"
"Syncephalastrum racemosum"	"Syncephalastrum racemosum"
"Syncephalastrum species"	"Syncephalastrum species"
"Talaromyces eburneus"	"Talaromyces eburneus"
"Talaromyces helicus"	"Talaromyces helicus"
"Talaromyces pseudostromaticus"	"Talaromyces pseudostromaticus"
"Talaromyces ruber"	"Talaromyces ruber"
"Talaromyces rugulosus"	"Talaromyces rugulosus"
"Talaromyces sp"	"Talaromyces species"
"Tatlockia maceachernii"	"Tatlockia maceachernii"
"Tatlockia micdadei"	"Tatlockia micdadei"
"Tatumella citrea"	"Tatumella citrea"
"Tatumella ptyseos"	"Tatumella ptyseos"
"Tatumella punctata"	"Tatumella punctata"
"Tatumella terrea"	"Tatumella terrea"
"Taylorella asinigenitalis"	"Taylorella asinigenitalis"
"Taylorella equigenitalis"	"Taylorella equigenitalis"
"Tenacibaculum discolor"	"Tenacibaculum discolor"
"Tenacibaculum ovolyticum"	"Tenacibaculum ovolyticum"
"Terrabacter tumescens"	"Terrabacter tumescens"
"Terrimonas ferruginea"	"Terrimonas ferruginea"
"Terrisporobacter glycolicus"	"Terrisporobacter glycolicus"
"Terrisporobacter mayombei"	"Terrisporobacter mayombei"
"Tessaracoccus flavescens"	"Tessaracoccus flavescens"
"Test1"	"Test1"
"Tetragenococcus solitarius"	"Tetragenococcus solitarius"
"Thanatephorus cucumeris"	"Thanatephorus cucumeris"
"Thauera aminoaromatica"	"Thauera aminoaromatica"
"Thauera aromatica"	"Thauera aromatica"
"Thauera chlorobenzoica"	"Thauera chlorobenzoica"
"Thauera linaloolentis"	"Thauera linaloolentis"
"Thauera mechernichensis"	"Thauera mechernichensis"
"Thauera phenylacetica"	"Thauera phenylacetica"
"Thauera terpenica"	"Thauera terpenica"
"Theilavia terrestris"	"Theilavia terrestris"
"Thermoactinomyces sp[2]"	"Thermoactinomyces sp"
"Thermoanaerobacter thermohydrosulfuricus"	"Thermoanaerobacter thermohydrosulfuricus"
"Thermoanaerobacterium thermosaccharolyticum"	"Thermoanaerobacterium thermosaccharolyticum"
"Thermoanaerobacterium thermosulfurigenes"	"Thermoanaerobacterium thermosulfurigenes"
"Thielavia terrestris"	"Thielavia terrestris"
"Thorsellia kenyensis"	"Thorsellia kenyensis"
"Tissierella praeacuta"	"Tissierella praeacuta"
"Torulaspora delbrueckii"	"Torulaspora delbrueckii"
"Trabulsiella guamensis"	"Trabulsiella guamensis"
"Trichoderma hamatum"	"Trichoderma hamatum"
"Trichoderma longibrachiatum"	"Trichoderma longibrachiatum"
"Trichoderma orientale"	"Trichoderma orientale"
"Trichoderma sp[3]"	"Trichoderma species"
"Trichoderma viride"	"Trichoderma viride"
"Trichomonascus ciferrii"	"Trichomonascus ciferrii"
"Trichophyton benhamiae"	"Trichophyton benhamiae"
"Trichophyton equinum"	"Trichophyton equinum"
"Trichophyton erinacei"	"Trichophyton erinacei"
"Trichophyton interdigitale"	"Trichophyton interdigitale"
"Trichophyton mentagrophytes"	"Trichophyton mentagrophytes"
"Trichophyton rubrum"	"Trichophyton rubrum"
"Trichophyton tonsurans"	"Trichophyton tonsurans"
"Trichophyton verrucosum"	"Trichophyton verrucosum"
"Trichophyton violaceum"	"Trichophyton violaceum"
"Trichosporon asahii"	"Trichosporon asahii"
"Trichosporon asteroides"	"Trichosporon asteroides"
"Trichosporon coremiiforme"	"Trichosporon coremiiforme"
"Trichosporon cutaneum"	"Trichosporon cutaneum"
"Trichosporon debeurmannianum"	"Trichosporon debeurmannianum"
"Trichosporon dermatis"	"Trichosporon dermatis"
"Trichosporon dohaense"	"Trichosporon dohaense"
"Trichosporon domesticum"	"Trichosporon domesticum"
"Trichosporon dulcitum"	"Trichosporon dulcitum"
"Trichosporon faecale"	"Trichosporon faecale"
"Trichosporon gracile"	"Trichosporon gracile"
"Trichosporon inkin"	"Trichosporon inkin"
"Trichosporon japonicum"	"Trichosporon japonicum"
"Trichosporon jirovecii"	"Trichosporon jirovecii"
"Trichosporon laibachii"	"Trichosporon laibachii"
"Trichosporon loubieri"	"Trichosporon loubieri"
"Trichosporon moniliiforme"	"Trichosporon moniliiforme"
"Trichosporon montevideense"	"Trichosporon montevideense"
"Trichosporon mucoides"	"Trichosporon mucoides"
"Trichosporon mycotoxinivorans"	"Trichosporon mycotoxinivorans"
"Trichosporon ovoides"	"Trichosporon ovoides"
"Trichosporon sp"	"Trichosporon sp"
"Trichosporon terricola"	"Trichosporon terricola"
"Trichurus sp"	"Trichurus sp"
"Trichurus species"	"Trichurus species"
"Trueperella abortisuis"	"Trueperella abortisuis"
"Trueperella bernardiae"	"Trueperella bernardiae"
"Trueperella bialowiezensis"	"Trueperella bialowiezensis"
"Trueperella bonasi"	"Trueperella bonasi"
"Trueperella pyogenes"	"Trueperella pyogenes"
"Tsukamurella hongkongensis"	"Tsukamurella hongkongensis"
"Tsukamurella inchonensis"	"Tsukamurella inchonensis"
"Tsukamurella paurometabola"	"Tsukamurella paurometabola"
"Tsukamurella pseudospumae"	"Tsukamurella pseudospumae"
"Tsukamurella pulmonis"	"Tsukamurella pulmonis"
"Tsukamurella serpentis"	"Tsukamurella serpentis"
"Tsukamurella sinensis"	"Tsukamurella sinensis"
"Tsukamurella soli"	"Tsukamurella soli"
"Tsukamurella spp."	"Tsukamurella sp"
"Tsukamurella spumae"	"Tsukamurella spumae"
"Tsukamurella strandjordii"	"Tsukamurella strandjordii"
"Tsukamurella tyrosinosolvens"	"Tsukamurella tyrosinosolvens"
"Turicella otitidis"	"Turicella otitidis"
"Udeniomyces puniceus"	"Udeniomyces puniceus"
"Ulocladium species"	"Ulocladium species"
"Undibacterium danionis"	"Undibacterium danionis"
"Unknown 19_511643"	"Unknown 19_511643"
"unknown 19_591960_1"	"unknown 19_591960_1"
"unknown 19_593410_1"	"unknown 19_593410_1"
"Unknown 19-618165"	"Unknown 19-618165"
"unknown 20_520704_5"	"unknown 20_520704_5"
"Unknown 20-521572.2"	"Unknown 20-521572.2"
"Unknown 21-551964.5"	"Unknown 21-551964.5"
"unknown 21-554168.5"	"unknown 21-554168.5"
"V. E."	"V. E."
"Vagococcus fluvialis"	"Vagococcus fluvialis"
"Vagococcus lutrae"	"Vagococcus lutrae"
"Varibaculum cambriense"	"Varibaculum cambriense"
"Varibaculum sp"	"Varibaculum sp"
"Variovorax paradoxus"	"Variovorax paradoxus"
"Variovorax spp_Nov_MS_Type"	"Variovorax sp"
"Veillonella atypica"	"Veillonella atypica"
"Veillonella caviae"	"Veillonella caviae"
"Veillonella criceti"	"Veillonella criceti"
"Veillonella denticariosi"	"Veillonella denticariosi"
"Veillonella dispar"	"Veillonella dispar"
"Veillonella magna"	"Veillonella magna"
"Veillonella montpellierensis"	"Veillonella montpellierensis"
"Veillonella parvula"	"Veillonella parvula"
"Veillonella ratti"	"Veillonella ratti"
"Veillonella rogosae"	"Veillonella rogosae"
"Veillonella sp[3]"	"Veillonella sp"
"Verticiella sp"	"Verticiella sp"
"Verticillium species"	"Verticillium species"
"Vibrio aerogenes"	"Vibrio aerogenes"
"Vibrio aestuarianus"	"Vibrio aestuarianus"
"Vibrio agarivorans"	"Vibrio agarivorans"
"Vibrio albensis"	"Vibrio albensis"
"Vibrio alginolyticus"	"Vibrio alginolyticus"
"Vibrio anguillarum"	"Vibrio anguillarum"
"Vibrio brasiliensis"	"Vibrio brasiliensis"
"Vibrio campbellii"	"Vibrio campbellii"
"Vibrio chagasii"	"Vibrio chagasii"
"Vibrio cholerae"	"Vibrio cholerae"
"Vibrio cincinnatiensis"	"Vibrio cincinnatiensis"
"Vibrio coralliilyticus"	"Vibrio coralliilyticus"
"Vibrio cyclitrophicus"	"Vibrio cyclitrophicus"
"Vibrio diazotrophicus"	"Vibrio diazotrophicus"
"Vibrio ezurae"	"Vibrio ezurae"
"Vibrio fluvialis"	"Vibrio fluvialis"
"Vibrio fortis"	"Vibrio fortis"
"Vibrio furnissii"	"Vibrio furnissii"
"Vibrio gazogenes"	"Vibrio gazogenes"
"Vibrio gigantis"	"Vibrio gigantis"
"Vibrio harveyi"	"Vibrio harveyi"
"Vibrio hispanicus"	"Vibrio hispanicus"
"Vibrio ichthyoenteri"	"Vibrio ichthyoenteri"
"Vibrio kanaloae"	"Vibrio kanaloae"
"Vibrio lentus"	"Vibrio lentus"
"Vibrio mediterranei"	"Vibrio mediterranei"
"Vibrio metschnikovii"	"Vibrio metschnikovii"
"Vibrio mimicus"	"Vibrio mimicus"
"Vibrio mytili"	"Vibrio mytili"
"Vibrio natriegens"	"Vibrio natriegens"
"Vibrio navarrensis"	"Vibrio navarrensis"
"Vibrio neptunius"	"Vibrio neptunius"
"Vibrio nereis"	"Vibrio nereis"
"Vibrio nigripulchritudo"	"Vibrio nigripulchritudo"
"Vibrio ordalii"	"Vibrio ordalii"
"Vibrio orientalis"	"Vibrio orientalis"
"Vibrio ostreicida"	"Vibrio ostreicida"
"Vibrio pacinii"	"Vibrio pacinii"
"Vibrio parahaemolyticus"	"Vibrio parahaemolyticus"
"Vibrio pectenicida"	"Vibrio pectenicida"
"Vibrio pelagius"	"Vibrio pelagius"
"Vibrio penaeicida"	"Vibrio penaeicida"
"Vibrio pomeroyi"	"Vibrio pomeroyi"
"Vibrio ponticus"	"Vibrio ponticus"
"Vibrio proteolyticus"	"Vibrio proteolyticus"
"Vibrio rotiferianus"	"Vibrio rotiferianus"
"Vibrio ruber"	"Vibrio ruber"
"Vibrio rumoiensis"	"Vibrio rumoiensis"
"Vibrio scophthalmi"	"Vibrio scophthalmi"
"Vibrio splendidus"	"Vibrio splendidus"
"Vibrio superstes"	"Vibrio superstes"
"Vibrio tasmaniensis"	"Vibrio tasmaniensis"
"Vibrio vulnificus"	"Vibrio vulnificus"
"Vibrio xuii"	"Vibrio xuii"
"Virgibacillus halodenitrificans"	"Virgibacillus halodenitrificans"
"Virgibacillus pantothenticus"	"Virgibacillus pantothenticus"
"Virgibacillus proomii"	"Virgibacillus proomii"
"Viridibacillus arenosi"	"Viridibacillus arenosi"
"Viridibacillus arvi"	"Viridibacillus arvi"
"Viridibacillus neidei"	"Viridibacillus neidei"
"Wautersiella falsenii"	"Wautersiella falsenii"
"Weeksella sp."	"Weeksella sp."
"Weeksella virosa"	"Weeksella virosa"
"Weisella spp"	"Weisella sp"
"Weissella beninensis"	"Weissella beninensis"
"Weissella cibaria"	"Weissella cibaria"
"Weissella confusa"	"Weissella confusa"
"Weissella fabaria"	"Weissella fabaria"
"Weissella ghanensis"	"Weissella ghanensis"
"Weissella halotolerans"	"Weissella halotolerans"
"Weissella hellenica"	"Weissella hellenica"
"Weissella koreensis"	"Weissella koreensis"
"Weissella minor"	"Weissella minor"
"Weissella paramesenteroides"	"Weissella paramesenteroides"
"Weissella spp."	"Weissella sp"
"Weissella thailandensis"	"Weissella thailandensis"
"Weissella viridescens"	"Weissella viridescens"
"Wickerhamomyces anomalus"	"Wickerhamomyces anomalus"
"Wickerhamomyces ciferii"	"Wickerhamomyces ciferii"
"Wickerhamomyces subpelliculosus"	"Wickerhamomyces subpelliculosus"
"Williamsia herbipolensis"	"Williamsia herbipolensis"
"Wohlfahrtiimonas chitiniclastica"	"Wohlfahrtiimonas chitiniclastica"
"Wolinella succinogenes"	"Wolinella succinogenes"
"X1"	"X1"
"X10"	"X10"
"X2"	"X2"
"X3"	"X3"
"X4"	"X4"
"X5"	"X5"
"X6"	"X6"
"X9"	"X9"
"Xanthobacter autotrophicus"	"Xanthobacter autotrophicus"
"Xanthobacter sp[2]"	"Xanthobacter sp"
"Xanthomonas albilineans"	"Xanthomonas albilineans"
"Xanthomonas arboricola"	"Xanthomonas arboricola"
"Xanthomonas axonopodis"	"Xanthomonas axonopodis"
"Xanthomonas bromi"	"Xanthomonas bromi"
"Xanthomonas campestris"	"Xanthomonas campestris"
"Xanthomonas cassavae"	"Xanthomonas cassavae"
"Xanthomonas citri"	"Xanthomonas citri"
"Xanthomonas codiaei"	"Xanthomonas codiaei"
"Xanthomonas cucurbitae"	"Xanthomonas cucurbitae"
