Antibiotic.Mnemonic_MMB;Antibiotic.Mnemonic;Microorganism.Mnemonic;ForAgarDiffusion;LowPivotValue;HighPivotValue;ExcludeLowPivot;ExcludeHighPivot;EligibleFunction.Description
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.10
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.11
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.12
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.13
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.14
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.15
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.16
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.17
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.18
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.19
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.20
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.21
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.22
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.23
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.24
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.25
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.26
ERT;ERTAPEN;Micro-organisme;yes;25;25;yes;no;groep 10.27
ERT;ERTAPEN;Micro-organisme;yes;29;29;yes;no;groep 100
ERT;ERTAPEN;Micro-organisme;yes;9999;9999;yes;no;groep 20.01
ERT;ERTAPEN;Micro-organisme;yes;9999;9999;yes;no;groep 30
ERT;ERTAPEN;Micro-organisme;yes;9999;9999;yes;no;groep 360
ERT;ERTAPEN;Micro-organisme;yes;9999;9999;yes;no;groep 40
ERT;ERTAPEN;Micro-organisme;yes;9999;9999;yes;no;groep 60
ERT;ERTAPEN;Micro-organisme;yes;9999;9999;yes;no;groep 70
ERT;ERTAPEN;Micro-organisme;yes;9999;9999;yes;no;groep 80
ERY;ERYTRO;Micro-organisme;no;.25;.5;no;yes;groep 100
ERY;ERYTRO;Micro-organisme;no;.25;.5;no;yes;groep 150
ERY;ERYTRO;Micro-organisme;no;.25;.5;no;yes;groep 150.01
ERY;ERYTRO;Micro-organisme;no;.25;.5;no;yes;groep 150.02
ERY;ERYTRO;Micro-organisme;no;.25;.5;no;yes;groep 150.03
ERY;ERYTRO;Micro-organisme;no;.25;.5;no;yes;groep 150.04
ERY;ERYTRO;Micro-organisme;no;.25;.5;no;yes;groep 160
ERY;ERYTRO;Micro-organisme;no;.5;.5;no;yes;groep 220
ERY;ERYTRO;Micro-organisme;no;.5;.5;no;yes;groep 340
ERY;ERYTRO;Micro-organisme;no;1;1;no;yes;groep 190
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 130
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 130.02
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 130.03
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 130.04
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 130.05
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 130.06
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 130.07
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 130.08
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 130.09
ERY;ERYTRO;Micro-organisme;no;1;2;no;yes;groep 131
ERY;ERYTRO;Micro-organisme;no;16;16;no;yes;groep 90
ERY;ERYTRO;Micro-organisme;no;32;32;no;yes;groep 300.01
ERY;ERYTRO;Micro-organisme;no;4;4;no;yes;groep 120.02
ERY;ERYTRO;Micro-organisme;no;8;8;no;yes;groep 120.03
ERY;ERYTRO;Micro-organisme;no;8;8;no;yes;groep 240.03
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 130
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 130.02
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 130.03
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 130.04
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 130.05
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 130.06
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 130.07
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 130.08
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 130.09
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 131
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 150
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 150.01
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 150.02
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 150.03
ERY;ERYTRO;Micro-organisme;yes;18;21;yes;no;groep 150.04
ERY;ERYTRO;Micro-organisme;yes;19;22;yes;no;groep 160
ERY;ERYTRO;Micro-organisme;yes;20;20;yes;no;groep 120.02
ERY;ERYTRO;Micro-organisme;yes;20;20;yes;no;groep 340
ERY;ERYTRO;Micro-organisme;yes;20;23;yes;no;groep 100
ERY;ERYTRO;Micro-organisme;yes;24;24;yes;no;groep 120.03
ERY;ERYTRO;Micro-organisme;yes;24;24;yes;no;groep 220
ERY;ERYTRO;Micro-organisme;yes;25;25;yes;no;groep 190
FLZ;FLUCONA;Micro-organisme;no;.001;.001;no;yes;groep 400.03
FLZ;FLUCONA;Micro-organisme;no;.001;.001;no;yes;groep 400.04
FLZ;FLUCONA;Micro-organisme;no;2;4;no;yes;groep 400
FLZ;FLUCONA;Micro-organisme;no;2;4;no;yes;groep 400.01
FLZ;FLUCONA;Micro-organisme;no;2;4;no;yes;groep 400.02
FLZ;FLUCONA;Micro-organisme;no;2;4;no;yes;groep 400.05
FLZ;FLUCONA;Micro-organisme;no;2;4;no;yes;groep 400.06
FLZ;FLUCONA;Micro-organisme;no;8;32;no;yes;groep 390
FLZ;FLUCONA;Micro-organisme;no;8;32;no;yes;groep 410
FOS;FOSFO;Micro-organisme;no;.001;.001;no;yes;groep 10.27
FOS;FOSFO;Micro-organisme;no;.001;.001;no;yes;groep 130.04
FOS;FOSFO;Micro-organisme;no;.001;.001;no;yes;groep 130.07
FOS;FOSFO;Micro-organisme;no;.001;.001;no;yes;groep 160
FOS;FOSFO;Micro-organisme;no;.001;.001;no;yes;groep 30
FOS;FOSFO;Micro-organisme;no;.001;.001;no;yes;groep 40
FOS;FOSFO;Micro-organisme;no;.001;.001;no;yes;groep 60
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.01
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.02
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.03
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.04
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.05
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.06
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.07
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.08
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.09
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.10
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.11
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.12
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.13
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.14
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.15
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.16
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.17
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.18
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.19
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.20
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.21
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.22
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.23
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.24
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.25
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 10.26
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 130
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 130.02
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 130.03
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 130.05
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 130.06
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 130.08
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 130.09
FOS;FOSFO;Micro-organisme;no;32;32;no;yes;groep 131
FOS;FOSFO;Micro-organisme;yes;21;21;yes;no;groep 10.01
FOS;FOSFO;Micro-organisme;yes;9999;9999;yes;no;groep 10.27
FOS;FOSFO;Micro-organisme;yes;9999;9999;yes;no;groep 130.04
FOS;FOSFO;Micro-organisme;yes;9999;9999;yes;no;groep 130.07
FOS;FOSFO;Micro-organisme;yes;9999;9999;yes;no;groep 160
FOS;FOSFO;Micro-organisme;yes;9999;9999;yes;no;groep 30
FOS;FOSFO;Micro-organisme;yes;9999;9999;yes;no;groep 40
FOS;FOSFO;Micro-organisme;yes;9999;9999;yes;no;groep 60
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 120.01
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 120.02
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 120.03
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 130.04
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 140
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 140.01
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 140.02
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 140.03
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 150
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 150.01
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 150.02
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 150.03
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 150.04
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 160
FUC;FUSIDINE;Micro-organisme;no;.001;.001;no;yes;groep 170
FUC;FUSIDINE;Micro-organisme;no;1;1;no;yes;groep 130
FUC;FUSIDINE;Micro-organisme;no;1;1;no;yes;groep 130.02
FUC;FUSIDINE;Micro-organisme;no;1;1;no;yes;groep 130.03
FUC;FUSIDINE;Micro-organisme;no;1;1;no;yes;groep 130.05
FUC;FUSIDINE;Micro-organisme;no;1;1;no;yes;groep 130.06
FUC;FUSIDINE;Micro-organisme;no;1;1;no;yes;groep 130.07
FUC;FUSIDINE;Micro-organisme;no;1;1;no;yes;groep 130.08
FUC;FUSIDINE;Micro-organisme;no;1;1;no;yes;groep 130.09
FUC;FUSIDINE;Micro-organisme;no;1;1;no;yes;groep 131
FUC;FUSIDINE;Micro-organisme;yes;24;24;yes;no;groep 130
FUC;FUSIDINE;Micro-organisme;yes;24;24;yes;no;groep 130.02
FUC;FUSIDINE;Micro-organisme;yes;24;24;yes;no;groep 130.03
FUC;FUSIDINE;Micro-organisme;yes;24;24;yes;no;groep 130.05
FUC;FUSIDINE;Micro-organisme;yes;24;24;yes;no;groep 130.06
FUC;FUSIDINE;Micro-organisme;yes;24;24;yes;no;groep 130.07
FUC;FUSIDINE;Micro-organisme;yes;24;24;yes;no;groep 130.08
FUC;FUSIDINE;Micro-organisme;yes;24;24;yes;no;groep 130.09
FUC;FUSIDINE;Micro-organisme;yes;24;24;yes;no;groep 131
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 120.01
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 120.02
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 120.03
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 130.04
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 140
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 140.01
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 140.02
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 140.03
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 150
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 150.01
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 150.02
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 150.03
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 150.04
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 160
FUC;FUSIDINE;Micro-organisme;yes;9999;9999;yes;no;groep 170
GEN;GENTA;Micro-organisme;no;.001;.001;no;yes;groep 10.24
GEN;GENTA;Micro-organisme;no;.001;.001;no;yes;groep 10.25
GEN;GENTA;Micro-organisme;no;.001;.001;no;yes;groep 30
GEN;GENTA;Micro-organisme;no;.001;.001;no;yes;groep 60
GEN;GENTA;Micro-organisme;no;.5;.5;no;yes;groep 380
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 130
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 130.02
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 130.03
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 130.04
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 130.05
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 130.06
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 130.07
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 130.08
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 130.09
GEN;GENTA;Micro-organisme;no;1;1;no;yes;groep 131
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.01
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.02
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.03
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.04
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.05
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.06
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.07
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.08
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.09
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.10
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.11
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.12
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.13
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.14
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.15
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.16
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.17
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.18
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.19
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.20
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.21
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.22
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.23
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.26
GEN;GENTA;Micro-organisme;no;2;2;no;yes;groep 10.27
GEN;GENTA;Micro-organisme;no;4;4;no;yes;groep 40
GEN;GENTA;Micro-organisme;no;4;8;no;yes;groep 480
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.01
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.02
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.03
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.04
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.05
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.06
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.07
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.08
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.09
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.10
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.11
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.12
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.13
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.14
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.15
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.16
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.17
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.18
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.19
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.20
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.21
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.22
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.23
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.26
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 10.27
GEN;GENTA;Micro-organisme;yes;17;17;yes;no;groep 40
GEN;GENTA;Micro-organisme;yes;18;18;yes;no;groep 131
GEN;GENTA;Micro-organisme;yes;22;22;yes;no;groep 130
GEN;GENTA;Micro-organisme;yes;22;22;yes;no;groep 130.02
GEN;GENTA;Micro-organisme;yes;22;22;yes;no;groep 130.03
GEN;GENTA;Micro-organisme;yes;22;22;yes;no;groep 130.04
GEN;GENTA;Micro-organisme;yes;22;22;yes;no;groep 130.05
GEN;GENTA;Micro-organisme;yes;22;22;yes;no;groep 130.06
GEN;GENTA;Micro-organisme;yes;22;22;yes;no;groep 130.07
GEN;GENTA;Micro-organisme;yes;22;22;yes;no;groep 130.08
GEN;GENTA;Micro-organisme;yes;22;22;yes;no;groep 130.09
GEN;GENTA;Micro-organisme;yes;9999;9999;yes;no;groep 10.24
GEN;GENTA;Micro-organisme;yes;9999;9999;yes;no;groep 10.25
GEN;GENTA;Micro-organisme;yes;9999;9999;yes;no;groep 30
GEN;GENTA;Micro-organisme;yes;9999;9999;yes;no;groep 60
IPM;IMIPENEM;Micro-organisme;no;.001;.001;no;yes;groep 70
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 10.11
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 10.12
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 10.13
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 10.14
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 10.15
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 10.16
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 10.17
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 10.18
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 140
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 140.01
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 140.02
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 140.03
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 20
IPM;IMIPENEM;Micro-organisme;no;.001;4;no;yes;groep 20.01
IPM;IMIPENEM;Micro-organisme;no;.5;.5;no;yes;groep 220
IPM;IMIPENEM;Micro-organisme;no;2;2;no;yes;groep 100
IPM;IMIPENEM;Micro-organisme;no;2;2;no;yes;groep 160
IPM;IMIPENEM;Micro-organisme;no;2;2;no;yes;groep 170
IPM;IMIPENEM;Micro-organisme;no;2;2;no;yes;groep 370
IPM;IMIPENEM;Micro-organisme;no;2;2;no;yes;groep 90
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.01
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.02
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.03
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.04
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.05
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.06
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.07
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.08
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.09
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.10
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.19
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.20
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.21
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.22
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.23
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.24
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.25
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.26
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 10.27
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 240
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 240.01
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 240.02
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 240.03
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 300
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 300.01
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 380
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 40
IPM;IMIPENEM;Micro-organisme;no;2;4;no;yes;groep 80
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.01
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.02
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.03
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.04
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.05
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.06
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.07
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.08
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.09
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.10
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.19
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.20
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.21
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.22
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.23
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.24
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.25
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.26
IPM;IMIPENEM;Micro-organisme;yes;19;22;yes;no;groep 10.27
IPM;IMIPENEM;Micro-organisme;yes;19;50;yes;no;groep 10.11
IPM;IMIPENEM;Micro-organisme;yes;19;50;yes;no;groep 10.12
IPM;IMIPENEM;Micro-organisme;yes;19;50;yes;no;groep 10.13
IPM;IMIPENEM;Micro-organisme;yes;19;50;yes;no;groep 10.14
IPM;IMIPENEM;Micro-organisme;yes;19;50;yes;no;groep 10.15
IPM;IMIPENEM;Micro-organisme;yes;19;50;yes;no;groep 10.16
IPM;IMIPENEM;Micro-organisme;yes;19;50;yes;no;groep 10.17
IPM;IMIPENEM;Micro-organisme;yes;19;50;yes;no;groep 10.18
IPM;IMIPENEM;Micro-organisme;yes;20;20;yes;no;groep 90
IPM;IMIPENEM;Micro-organisme;yes;20;50;yes;no;groep 20
IPM;IMIPENEM;Micro-organisme;yes;20;50;yes;no;groep 20.01
IPM;IMIPENEM;Micro-organisme;yes;21;24;yes;no;groep 40
IPM;IMIPENEM;Micro-organisme;yes;21;50;yes;no;groep 140
IPM;IMIPENEM;Micro-organisme;yes;21;50;yes;no;groep 140.01
IPM;IMIPENEM;Micro-organisme;yes;21;50;yes;no;groep 140.02
IPM;IMIPENEM;Micro-organisme;yes;21;50;yes;no;groep 140.03
IPM;IMIPENEM;Micro-organisme;yes;29;29;yes;no;groep 100
IPM;IMIPENEM;Micro-organisme;yes;29;29;yes;no;groep 370
IPM;IMIPENEM;Micro-organisme;yes;30;30;yes;no;groep 220
IPM;IMIPENEM;Micro-organisme;yes;9999;9999;yes;no;groep 70
ISA;ISAVUCON;Micro-organisme;no;.25;.25;no;yes;groep 420.03
ISA;ISAVUCON;Micro-organisme;no;1;1;no;yes;groep 420.05
ISA;ISAVUCON;Micro-organisme;no;1;2;no;yes;groep 420.01
ISA;ISAVUCON;Micro-organisme;no;1;2;no;yes;groep 420.02
ITR;ITRACONA;Micro-organisme;no;.001;.001;no;yes;groep 400.03
ITR;ITRACONA;Micro-organisme;no;.064;.064;no;yes;groep 400.01
ITR;ITRACONA;Micro-organisme;no;.064;.064;no;yes;groep 400.02
ITR;ITRACONA;Micro-organisme;no;.125;.125;no;yes;groep 400.05
ITR;ITRACONA;Micro-organisme;no;.125;.125;no;yes;groep 400.06
ITR;ITRACONA;Micro-organisme;no;.125;.5;no;yes;groep 390
ITR;ITRACONA;Micro-organisme;no;.125;.5;no;yes;groep 410
ITR;ITRACONA;Micro-organisme;no;1;1;no;yes;groep 420.01
ITR;ITRACONA;Micro-organisme;no;1;1;no;yes;groep 420.02
ITR;ITRACONA;Micro-organisme;no;1;1;no;yes;groep 420.03
ITR;ITRACONA;Micro-organisme;no;1;1;no;yes;groep 420.05
LEV;LEVOFLOX;Micro-organisme;no;.001;.001;no;yes;groep 170
LEV;LEVOFLOX;Micro-organisme;no;.001;.001;no;yes;groep 60
LEV;LEVOFLOX;Micro-organisme;no;.001;1;no;yes;groep 130
