"organism";"status";"record_no";"record_lnk";"link";"Current Name";"mnemonic";"Name";"Type";"Description:NL";"Aerobe";"ShortName";"parent.mnemonic";"InternalComment";"ExternalComment";"AntibiogramProperty.Mnemonic";"DefaultAppraisal.Mnemonic";"AutoReportable";"AutoAntibiogram";"DataSheet";"BillingMark";"ReportOfficially";"Disabled";"IsGroup";"TaxonomicGroup";"MaxIntervalDouble";"MaxDifferenceDouble";"MaxTotalDifference";"NosocomialInterval";"InfectionLagBeforeEnc";"CrossInfNeedsATB";"DefaultArchive.Mnemonic";"SeverityFormula.Description";"EntryTrigger.Description";"ConfirmationTrigger.Description";"ValidationTrigger.Description";"AntibiogramConfirm.Description";"DiscriminatorFunction.Description";"~MO_Description";"~RapGroupAB";"~_CrossInfNeedsATB";"~EUCAST_group"
"Winkia neuii ";"VP; sp. nov.; synonym";798121;;;;"winkianeu";"Winkia neuii ";"Germ";"Winkia (Actinomyces) neuii";"no";"Winkia neuii ";"winkiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Winkia neuii anitrata";"VP; subsp. nov.; synonym";798122;;;;"winkianeu-a";"Winkia neuii anitrata";"Germ";"Winkia (Actinomyces) neuii ssp. anitratus";"no";"Winkia neuii anitrata";"winkianeu";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Winkia neuii neuii";"VP; subsp. nov.; synonym";798120;;;;"winkianeu-n";"Winkia neuii neuii";"Germ";"Winkia (Actinomyces) neuii ssp. neuii";"no";"Winkia neuii neuii";"winkianeu";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Winkia species";;520447;;;;"winkiaspe";"Winkia species";"Germ";"Winkia (Actinomyces) species";"?";"Winkia species";"gramposstaaf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Wohlfahrtiimonas chitiniclastica";"VP; sp. nov.; correct name";787293;;;;"wohlfschi";"Wohlfahrtiimonas chitiniclastica";"Germ";"Wohlfahrtiimonas chitiniclastica";"yes";"Wohlfahrtiimonas chitiniclastica";"wohlfsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Wohlfahrtiimonas species";"VP; gen. nov.; correct name";517777;;;;"wohlfsspe";"Wohlfahrtiimonas species";"Germ";"Wohlfahrtiimonas species";"yes";"Wohlfahrtiimonas species";"gramnegstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Wolinella species";"VP; gen. nov.; correct name";516927;;;;"wolinaspe";"Wolinella species";"Germ";"Wolinella species";"?";"Wolinella sp.";"gramnegstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Wolinella succinogenes";"VP; comb. nov.; correct name";783117;;;;"wolinasuc";"Wolinella succinogenes";"Germ";"Wolinella succinogenes";"?";"Wolinella succinogenes";"wolinaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"wucheaban";"Wuchereria bancrofti";"Parasite";"Wuchereria bancrofti";"yes";"Wuchereria bancrofti";"wucheaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"wucheaspe";"Wuchereria species";"Parasite";"Wuchereria species";"yes";"Wuchereria sp.";"parasiet";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthobacter autotrophicus";"AL; comb. nov.; correct name";783121;;;;"xanthraut";"Xanthobacter autotrophicus";"Germ";"Xanthobacter autotrophicus";"?";"Xanthobacter autotrophicus";"xanthrspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthobacter species";"AL; gen. nov.; correct name";516929;;;;"xanthrspe";"Xanthobacter species";"Germ";"Xanthobacter species";"?";"Xanthobacter sp.";"gramnegstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas albilineans";"AL; comb. nov.; correct name";783125;;;;"xanthsalb";"Xanthomonas albilineans";"Germ";"Xanthomonas albilineans";"yes";"Xanthomonas albilineans";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas arboricola";"VP; sp. nov.; correct name";783127;;;;"xanthsarb";"Xanthomonas arboricola";"Germ";"Xanthomonas arboricola";"yes";"Xanthomonas arboricola";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas axonopodis";"AL; sp. nov.; correct name";783128;;;;"xanthsaxo";"Xanthomonas axonopodis";"Germ";"Xanthomonas axonopodis";"yes";"Xanthomonas axonopodis";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas bromi";"VP; sp. nov.; correct name";785197;;;;"xanthsbro";"Xanthomonas bromi";"Germ";"Xanthomonas bromi";"yes";"Xanthomonas bromi";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas campestris";"AL; comb. nov.; correct name";783131;;;;"xanthscam";"Xanthomonas campestris";"Germ";"Xanthomonas campestris";"yes";"Xanthomonas campestris";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas cassavae";"VP; sp. nov., nom. rev.; correct name";785198;;;;"xanthscas";"Xanthomonas cassavae";"Germ";"Xanthomonas cassavae";"yes";"Xanthomonas cassavae";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas citri";"VP; sp. nov., nom. rev.; correct name";785199;;;;"xanthscit";"Xanthomonas citri";"Germ";"Xanthomonas citri";"yes";"Xanthomonas citri";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas codiaei";"VP; sp. nov.; correct name";785200;;;;"xanthscod";"Xanthomonas codiaei";"Germ";"Xanthomonas codiaei";"yes";"Xanthomonas codiaei";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas cucurbitae";"VP; sp. nov., nom. rev.; correct name";785201;;;;"xanthscuc";"Xanthomonas cucurbitae";"Germ";"Xanthomonas cucurbitae";"yes";"Xanthomonas cucurbitae";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas hortorum";"VP; sp. nov.; correct name";783137;;;;"xanthshor";"Xanthomonas hortorum";"Germ";"Xanthomonas hortorum";"yes";"Xanthomonas hortorum";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas cynarae";"VP; sp. nov.; synonym";783134;783137;783137;"Xanthomonas hortorum ";"xanthscyn";"Xanthomonas hortorum ";"Germ";"Xanthomonas hortorum ";"yes";"Xanthomonas hortorum ";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas hyacinthi";"VP; sp. nov., nom. rev.; correct name";783138;;;;"xanthshya";"Xanthomonas hyacinthi";"Germ";"Xanthomonas hyacinthi";"yes";"Xanthomonas hyacinthi";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas melonis";"VP; sp. nov.; correct name";785204;;;;"xanthsmel";"Xanthomonas melonis";"Germ";"Xanthomonas melonis";"yes";"Xanthomonas melonis";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas perforans";"VL; sp. nov.; correct name";785205;;;;"xanthsper";"Xanthomonas perforans";"Germ";"Xanthomonas perforans";"yes";"Xanthomonas perforans";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas pisi";"VP; sp. nov., nom. rev.; correct name";785207;;;;"xanthspis";"Xanthomonas pisi";"Germ";"Xanthomonas pisi";"yes";"Xanthomonas pisi";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas species";"AL; gen. nov.; correct name";516930;;;;"xanthsspe";"Xanthomonas species";"Germ";"Xanthomonas species";"yes";"Xanthomonas species";"gramnegstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas theicola";"VP; sp. nov.; correct name";785210;;;;"xanthsthe";"Xanthomonas theicola";"Germ";"Xanthomonas theicola";"yes";"Xanthomonas theicola";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas translucens";"VP; sp. nov., nom. rev.; correct name";785211;;;;"xanthstra";"Xanthomonas translucens";"Germ";"Xanthomonas translucens";"yes";"Xanthomonas translucens";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xanthomonas vasicola";"VP; sp. nov.; correct name";783148;;;;"xanthsvas";"Xanthomonas vasicola";"Germ";"Xanthomonas vasicola";"yes";"Xanthomonas vasicola";"xanthsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenophilus species";"VP; gen. nov.; correct name";516933;;;;"xenopsspe";"Xenophilus species";"Germ";"Xenophilus species";"yes";"Xenophilus sp.";"gramnegstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus beddingii";"VL; comb. nov.; correct name";783153;;;;"xenorsbed";"Xenorhabdus beddingii";"Germ";"Xenorhabdus beddingii";"yes";"Xenorhabdus beddingii";"xenorsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus bovienii";"VL; comb. nov.; correct name";783154;;;;"xenorsbov";"Xenorhabdus bovienii";"Germ";"Xenorhabdus bovienii";"yes";"Xenorhabdus bovienii";"xenorsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus budapestensis";"VL; sp. nov.; correct name";783155;;;;"xenorsbud";"Xenorhabdus budapestensis";"Germ";"Xenorhabdus budapestensis";"yes";"Xenorhabdus budapestensis";"xenorsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus ehlersii";"VL; sp. nov.; correct name";783158;;;;"xenorsehl";"Xenorhabdus ehlersii";"Germ";"Xenorhabdus ehlersii";"yes";"Xenorhabdus ehlersii";"xenorsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus innexi";"VL; sp. nov.; correct name";783163;;;;"xenorsinn";"Xenorhabdus innexi";"Germ";"Xenorhabdus innexi";"yes";"Xenorhabdus innexi";"xenorsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus japonica";"VL; sp. nov.; correct name";783164;;;;"xenorsjap";"Xenorhabdus japonica";"Germ";"Xenorhabdus japonica";"yes";"Xenorhabdus japonica";"xenorsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus nematophila";"AL; comb. nov.; correct name";783170;;;;"xenorsnem";"Xenorhabdus nematophila";"Germ";"Xenorhabdus nematophila";"yes";"Xenorhabdus nematophila";"xenorsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus poinarii";"VL; comb. nov.; correct name";783175;;;;"xenorspoi";"Xenorhabdus poinarii";"Germ";"Xenorhabdus poinarii";"yes";"Xenorhabdus poinarii";"xenorsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus species";"AL; gen. nov.; correct name";516934;;;;"xenorsspe";"Xenorhabdus species";"Germ";"Xenorhabdus species";"yes";"Xenorhabdus species";"morgaaceae";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Xenorhabdus szentirmaii";"VL; sp. nov.; correct name";783179;;;;"xenorssze";"Xenorhabdus szentirmaii";"Germ";"Xenorhabdus szentirmaii";"yes";"Xenorhabdus szentirmaii";"xenorsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
;;"M801544";;;;"yarroadef";"Yarrowia deformans";"Germ";"Yarrowia deformans (Candida deformans)";"yes";"Yarrowia deformans";"yarroaspe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"NULL";"NULL";"NULL";"NULL";;;"yarroalip";"Yarrowia lipolytica";"Germ";"Yarrowia lipolytica (Candida lipolytica)";"yes";"Yarrowia lipolytica";"yarroaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"yarroaspe";"Yarrowia species";"Germ";"Yarrowia species";"yes";"Yarrowia sp.";"schimmel";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Yersinia aldovae";"VP; sp. nov.; correct name";783197;;;;"yersiaald";"Yersinia aldovae";"Germ";"Yersinia aldovae";"yes";"Yersinia aldovae";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia aleksiciae";"VP; sp. nov.; correct name";783198;;;;"yersiaale";"Yersinia aleksiciae";"Germ";"Yersinia aleksiciae";"yes";"Yersinia aleksiciae";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia bercovieri";"VP; sp. nov.; correct name";785220;;;;"yersiaber";"Yersinia bercovieri";"Germ";"Yersinia bercovieri";"yes";"Yersinia bercovieri";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia enterocolitica";"AL; comb. nov.; correct name";785221;;;;"yersiaent";"Yersinia enterocolitica";"Germ";"Yersinia enterocolitica";"yes";"Yersinia enterocolitica";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"1.20"
"Yersinia enterocolitica - enterocolitica";"VL; subsp. nov.; correct name";783199;;;;"yersiaent-e";"Yersinia enterocolitica - enterocolitica";"Germ";"Yersinia enterocolitica ssp. enterocolitica";"yes";"Yersinia enterocolitica ssp. enterocolitica";"yersiaent";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"1.20"
"Yersinia enterocolitica - palearctica";"VL; subsp. nov.; correct name";783200;;;;"yersiaent-p";"Yersinia enterocolitica - palearctica";"Germ";"Yersinia enterocolitica ssp. palearctica";"yes";"Yersinia enterocolitica ssp. palearctica";"yersiaent";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"1.20"
"Yersinia frederiksenii";"VL; sp. nov.; correct name";785222;;;;"yersiafre";"Yersinia frederiksenii";"Germ";"Yersinia frederiksenii";"yes";"Yersinia frederiksenii";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia intermedia";"VL; sp. nov.; correct name";785223;;;;"yersiaint";"Yersinia intermedia";"Germ";"Yersinia intermedia";"yes";"Yersinia intermedia";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia kristensenii";"VL; sp. nov.; correct name";785224;;;;"yersiakri";"Yersinia kristensenii";"Germ";"Yersinia kristensenii";"yes";"Yersinia kristensenii";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia massiliensis";"VP; sp. nov.; correct name";787295;;;;"yersiamas";"Yersinia massiliensis";"Germ";"Yersinia massiliensis";"yes";"Yersinia massiliensis";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia mollaretii";"VP; sp. nov.; correct name";785225;;;;"yersiamol";"Yersinia mollaretii";"Germ";"Yersinia mollaretii";"yes";"Yersinia mollaretii";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia pestis";"AL; comb. nov.; conserved name; correct name";785226;;;;"yersiapes";"Yersinia pestis";"Germ";"Yersinia pestis";"yes";"Yersinia pestis";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Yersinia pseudotuberculosis";"AL; comb. nov.; correct name";783202;;;;"yersiapse";"Yersinia pseudotuberculosis";"Germ";"Yersinia pseudotuberculosis";"yes";"Yersinia pseudotuberculosis";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"1.21"
"Yersinia rohdei";"VP; sp. nov.; correct name";783203;;;;"yersiaroh";"Yersinia rohdei";"Germ";"Yersinia rohdei";"yes";"Yersinia rohdei";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia ruckeri";"AL; sp. nov.; correct name";785227;;;;"yersiaruc";"Yersinia ruckeri";"Germ";"Yersinia ruckeri";"yes";"Yersinia ruckeri";"yersiaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yersinia species";"AL; gen. nov.; correct name";516947;;;;"yersiaspe";"Yersinia species";"Germ";"Yersinia species";"yes";"Yersinia species";"yersiaceae";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
;;;;;;"yersiaceae";"Yersiniaceae";"Germ";"Familie Yersiniaceae";"yes";"Yersiniaceae";"entebales";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yokenella regensburgei";"VL; sp. nov.; correct name";783205;;;;"yokenareg";"Yokenella regensburgei";"Germ";"Yokenella regensburgei";"yes";"Yokenella regensburgei";"yokenaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"Yokenella species";"VL; gen. nov.; correct name";516948;;;;"yokenaspe";"Yokenella species";"Germ";"Yokenella species";"yes";"Yokenella species";"entbactceae";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";1
"NULL";"NULL";"NULL";"NULL";;;"zondercel";"Zonder Celwand";"Germ";"Zonder Celwand";"?";"ZonderCel";"bacterie";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"zuurvaststaaf";"Zuurvaste staven";"Germ";"Zuurvaste staven";"yes";"Zuurvaststaaf";"bacterie";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"zygossbai";"Zygosaccharomyces bailii";"Germ";"Zygosaccharomyces bailii";"yes";"Zygosaccharomyces bailii";"zygossspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"zygosslen";"Zygosaccharomyces lentus";"Germ";"Zygosaccharomyces lentus";"yes";"Zygosaccharomyces lentus";"zygossspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"zygossmic";"Zygosaccharomyces microellipsoides";"Germ";"Zygosaccharomyces microellipsoides (Torulaspora microellipsoides)";"yes";"Zygosaccharomyces microellipsoides";"zygossspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"zygossrou";"Zygosaccharomyces rouxii";"Germ";"Zygosaccharomyces rouxii";"yes";"Zygosaccharomyces rouxii";"zygossspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"zygossspe";"Zygosaccharomyces species";"Germ";"Zygosaccharomyces species";"yes";"Zygosaccharomyces species";"schimmel";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"zygotaflo";"Zygotorulaspora florentina";"Germ";"Zygotorulaspora florentina";"yes";"Zygotorulaspora florentina";"zygotaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
